application_id,organization_id,organization_name,industry_sector,region,application_date,loan_amount_requested_usd,loan_amount_approved_usd,loan_purpose,tenure_years,interest_rate_percent,collateral_value_usd,credit_score,risk_category,financial_health_score,annual_revenue_usd,net_profit_margin_percent,decision_status,relationship_manager_id,value_domain,data_segment,data_domain
APP100482,ORG29076,Moore Ltd,Healthcare,West,2024-01-08,34995093.54,28845440.902357716,Equipment Purchase,5,10.25,50322299.96,337,Critical,3.01,43355889.36,14.89,Pending,RM1478,Risk,Origination Data,Origination Data
APP100483,ORG20297,Nielsen-Butler,Transport,West,2024-08-15,10919044.3,0.0,Working Capital,13,9.21,16300675.67,887,Low,6.15,62403084.36,3.8,Approved,RM8077,Risk,Origination Data,Origination Data
APP100484,ORG20546,"Miller, Young and Rogers",Healthcare,South,2024-02-11,38995205.68,26550952.88254043,Working Capital,4,7.39,40942674.48,830,Low,8.85,3941865.19,12.56,Approved,RM4750,Risk,Origination Data,Origination Data
APP100485,ORG24061,Schroeder-Morris,Finance,Central,2024-08-21,39264040.99,33232368.51248692,R&D Investment,2,13.44,24516887.82,861,Low,5.31,82645001.77,23.83,Rejected,RM2574,Risk,Origination Data,Origination Data
APP100486,ORG26434,Ball Inc,IT Services,East,2024-07-16,15136037.35,10177278.534642695,Debt Refinancing,2,9.42,8436071.71,616,Medium,2.55,57722254.84,32.53,Pending,RM4260,Risk,Origination Data,Origination Data
APP100487,ORG22460,Dunn-Flores,Transport,North,2024-06-13,38159405.62,37475313.8797132,Debt Refinancing,3,5.13,47993965.64,829,Low,2.78,73466337.29,-4.95,Approved,RM5011,Risk,Origination Data,Origination Data
APP100488,ORG28469,"Garcia, Chang and Best",Manufacturing,East,2024-12-13,5639649.16,3474873.8010056675,Debt Refinancing,14,5.63,6873924.38,308,Critical,1.05,31825915.49,34.49,Rejected,RM9420,Risk,Origination Data,Origination Data
APP100489,ORG21233,"Thomas, Bailey and Brown",Transport,South,2024-11-09,37759579.47,33241062.695305157,Business Expansion,1,5.01,37216702.72,394,Critical,5.38,13723084.62,12.51,Rejected,RM5706,Risk,Origination Data,Origination Data
APP100490,ORG26055,Mack Group,Real Estate,West,2023-12-15,45931978.87,44929126.582394436,Infrastructure Development,5,13.28,32967762.45,733,Medium,7.25,94244250.5,26.86,Approved,RM2238,Risk,Origination Data,Origination Data
APP100491,ORG27645,"Kerr, Zamora and Rodriguez",Manufacturing,North,2025-05-18,43094849.2,31783335.407454368,Business Expansion,6,12.75,60435485.09,408,Critical,9.99,23258078.74,9.59,Pending,RM6477,Risk,Origination Data,Origination Data
APP100492,ORG28359,"Howard, Delgado and Gutierrez",Real Estate,East,2024-01-08,13416033.73,10349871.623756718,Working Capital,12,7.71,19707657.12,510,High,8.36,72381914.21,2.17,Pending,RM4166,Risk,Origination Data,Origination Data
APP100493,ORG29606,"Robertson, Pitts and Bowen",Construction,South,2025-04-01,24717935.15,18804458.657418914,Business Expansion,7,10.15,27853399.36,662,Medium,4.38,71507518.41,31.2,Rejected,RM8215,Risk,Origination Data,Origination Data
APP100494,ORG21307,Tate-Johnson,Hospitality,East,2025-01-07,29532001.95,29338919.998091158,Business Expansion,8,6.53,19506122.61,769,Low,1.72,57522295.76,16.86,Rejected,RM4741,Risk,Origination Data,Origination Data
APP100495,ORG27712,Morton-Palmer,Real Estate,East,2023-10-19,32635894.11,22222906.478488553,Equipment Purchase,5,10.61,40742318.84,610,Medium,1.74,51385155.63,39.61,Pending,RM8952,Risk,Origination Data,Origination Data
APP100496,ORG27361,"Ramirez, Allen and Berry",Transport,North,2025-05-09,6373022.8,5757604.487750259,Equipment Purchase,14,4.71,9131399.89,333,Critical,3.63,8726388.57,-2.71,Approved,RM2070,Risk,Origination Data,Origination Data
APP100497,ORG24545,Guzman Group,Transport,South,2025-09-27,36786614.57,31227302.583623394,Debt Refinancing,11,12.95,24600699.5,622,Medium,2.23,35310799.54,36.17,Rejected,RM2190,Risk,Origination Data,Origination Data
APP100498,ORG20600,"Moore, Allen and Fritz",IT Services,West,2025-07-05,40413300.72,29382008.656353004,Infrastructure Development,7,11.93,45290072.48,816,Low,3.77,36985633.05,24.83,Pending,RM9123,Risk,Origination Data,Origination Data
APP100499,ORG29823,Hardy PLC,Construction,South,2023-12-26,10491923.76,9252673.399218613,Working Capital,12,8.61,14424447.17,407,Critical,2.11,55776215.59,8.41,Rejected,RM7590,Risk,Origination Data,Origination Data
